mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
03995007	Multiple	QUART3	63_01	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	56	00	W		40.2667	-73.9333	14		SMITH-MCINTYRE		
09005006	Unknown Platform	214	69_70	101	grab, orange peel	1964	03	06		24	15	00	N	076	40	00	W	m	24.25	-76.6667	5		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	72_73	101	grab, orange peel	1964	03	06		24	10	00	N	076	30	00	W	m	24.1667	-76.5	4		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	63	101	grab, orange peel	1964	03	06		24	25	00	N	076	55	00	W	m	24.4167	-76.9167	6		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	65	101	grab, orange peel	1964	03	06		24	25	00	N	076	45	00	W	m	24.4167	-76.75	3		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	61	101	grab, orange peel	1964	03	06		24	30	00	N	076	50	00	W	m	24.5	-76.8333	6		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	52	101	grab, orange peel	1964	03	05		24	50	00	N	076	55	00	W	m	24.8333	-76.9167	5		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	57	101	grab, orange peel	1964	03	05		24	40	00	N	076	50	00	W	m	24.6667	-76.8333	4		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	41	101	grab, orange peel	1964	03	04		24	55	00	N	076	55	00	W	m	24.9167	-76.9167	6		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	46	101	grab, orange peel	1964	03	04		25	05	00	N	077	00	00	W	m	25.0833	-77	6		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	5	101	grab, orange peel	1964	03	01		25	10	00	N	077	55	00	W	m	25.1667	-77.9167	7		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	32	101	grab, orange peel	1964	03	03		25	05	00	N	076	30	00	W	m	25.0833	-76.5	2		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	34	101	grab, orange peel	1964	03	03		25	00	00	N	076	15	00	W	m	25	-76.25	6		ORNGE PEEL GRAB		
03995010	Unknown Platform	MAFLADM2	3800	300	core, box	1977	11	13		27	52	43	N	83	34	00	W		27.8738	-83.5667	33	0			
03995010	Unknown Platform	MAFLADM2	3813	300	core, box	1977	11	13		27	57	50	N	83	42	48	W		27.9583	-83.708	36	0			
03995010	Unknown Platform	MAFLADM1	3185	300	core, box	1977	08	26		27	52	58	N	83	34	12	W		27.8763	-83.5687	32	0			
03995010	Unknown Platform	MAFLADM1	3189	300	core, box	1977	08	26		27	52	58	N	83	34	12	W		27.8763	-83.5687	32	0			
03995010	Unknown Platform	MAFLADM1	3176	300	core, box	1977	08	26		27	55	97	N	83	27	57	W		27.9328	-83.4595	28	0			
03995010	Unknown Platform	MAFLADM1	3170	300	core, box	1977	08	26		27	55	97	N	83	27	57	W		27.9328	-83.4595	28	0			
03995010	Unknown Platform	MAFLADM1	3159	300	core, box	1977	08	26		27	56	90	N	83	09	02	W		27.9483	-83.1503	21	0			
09995033	Silas Bent	939005	1012-3	503	core, piston, hydroplastic (PVC)					57	34	30	N	174	28	20	E	m	57.5717	174.47	3676	42	P.V.C.		
23085001	Lady Gloria	01/06/82	M3_1	107	grab, smith-mcintyre	1982	01	22	0012	29	39	87	N	093	30	58	W	m	29.6645	-93.5097	9		SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	23C_8	107	grab, smith-mcintyre	1978	08	21	1812	28	27	00	N	090	38	00	W	m	28.45	-90.6333	37	5	SMITH-MCINTYRE		
23085001	Lady Gloria	01/06/82	DN_1	107	grab, smith-mcintyre	1982	01	21	1846	29	40	67	N	093	28	22	W	m	29.6778	-93.4703	9		SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	21C_7	107	grab, smith-mcintyre	1978	08	25	1121	29	12	00	N	089	44	00	W	m	29.2	-89.7333	14	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	21C_9	107	grab, smith-mcintyre	1978	08	25	1121	29	12	00	N	089	44	00	W	m	29.2	-89.7333	14	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	17SN207	107	grab, smith-mcintyre	1978	08	20	1340	28	14	67	N	091	41	08	W	m	28.2445	-91.6847	72	5	SMITH-MCINTYRE		
09005007	Rehoboth	D-5	13BS-14	405	core, gravity, kullenberg	1962	12	02		30	50	50	N	121	25	00	W	m	30.8417	-121.4167	4042	174	KULL GRAV CORE		
09005007	Rehoboth	D-5	10BS-10	405	core, gravity, kullenberg	1962	11	21		34	40	00	N	123	00	00	W	m	34.6667	-123	4060	208	KULL GRAV CORE		
09005059	Unknown Platform	L.I. 142	BS-8K	501	core, piston, kullenberg	1961	11	20		34	22	00	N	064	37	00	W	m	34.3667	-64.6167	4909	142	KULLEN PISTON		
09005058	Unknown Platform	NCEL	STS-5	100	grab, undifferentiated	1965	11			34	08	21	N	119	11	62	W	m	34.1368	-119.1937	3		GRAB SAMPLE		
09005058	Unknown Platform	NCEL	TH-4	503	core, piston, hydroplastic (PVC)					34	08	96	N	119	45	52	W	m	34.1493	-119.7587	106		PVC PISTON CORE		
09005058	Unknown Platform	NCEL	SCNI39	502	core, piston, ewing	1969	06			34	14	64	N	119	44	38	W	m	34.244	-119.7397	54		EWING PISTON		
09005058	Unknown Platform	NCEL	STS-4	100	grab, undifferentiated	1965	11			34	06	29	N	119	06	69	W	m	34.1048	-119.1115	5		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	317	100	grab, undifferentiated	1975	06	7	0310	59	27	20	N	140	49	39	W	m	59.4533	-140.8232	274		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	308	100	grab, undifferentiated	1975	06	6	2120	59	25	80	N	141	21	09	W	m	59.43	-141.3515	201		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	296	104	grab, shipek	1975	06	04	1525	59	45	50	N	141	43	50	W	m	59.7583	-141.725	49		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	3	300	core, box	1975	05	28	0418	59	41	80	N	147	49	19	W	m	59.6967	-147.8198			BOX CORE		
06245001	Townsend Cromwell	JPO 212	305	103	grab, van veen	1975	06	06	1745	59	05	40	N	141	09	80	W	m	59.09	-141.1633	252		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	286	100	grab, undifferentiated	1975	06	4	0700	59	43	00	N	142	13	09	W	m	59.7167	-142.2182	157		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	276	104	grab, shipek	1975	06	6	0428	59	32	60	N	142	36	39	W	m	59.5433	-142.6065	155		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	272	104	grab, shipek	1975	06	05	1455	59	35	40	N	142	36	80	W	m	59.59	-142.6133	301		SHIPEK GRAB		
03995007	Multiple	QUART3	48_03	107	grab, smith-mcintyre	1974	01	26		40	22	00	N	073	42	00	W		40.3667	-73.7	26		SMITH-MCINTYRE		
03995007	Multiple	QUART3	45_02	107	grab, smith-mcintyre	1974	01	24		40	22	00	N	073	48	00	W		40.3667	-73.8	36		SMITH-MCINTYRE		
03995007	Multiple	QUART3	46_01	107	grab, smith-mcintyre	1974	01	26		40	22	00	N	073	46	00	W		40.3667	-73.7667	29		SMITH-MCINTYRE		
03995007	Multiple	QUART3	43_05	107	grab, smith-mcintyre	1974	01	25		40	22	00	N	073	52	00	W		40.3667	-73.8667	25		SMITH-MCINTYRE		
03995007	Multiple	QUART3	43_01	107	grab, smith-mcintyre	1974	01	25		40	22	00	N	073	52	00	W		40.3667	-73.8667	25		SMITH-MCINTYRE		
03995007	Multiple	FIM13	26_03	107	grab, smith-mcintyre	1976	08	22		40	30	80	N	073	51	20	W		40.5133	-73.8533	12		SMITH-MCINTYRE		
03995007	Multiple	FIM13	25_03	107	grab, smith-mcintyre	1976	08	21		40	31	90	N	073	49	70	W		40.5317	-73.8283	12		SMITH-MCINTYRE		
23045001	Sea Transporter	I	22C_6	107	grab, smith-mcintyre	1978	05	26	1718	28	53	00	N	090	16	00	W	m	28.8833	-90.2667	22	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	21C_5	107	grab, smith-mcintyre	1978	05	22	1901	29	12	00	N	089	44	00	W	m	29.2	-89.7333	12	5	SMITH-MCINTYRE		
20995002	Northwind	NW362	019	101	grab, orange peel	1962	10	13		71	05	00	N	177	38	00	E	m	71.0833	177.6333	0	0			
20995002	Northwind	NW362	022	101	grab, orange peel	1962	10	13		71	45	00	N	177	49	00	E	m	71.75	177.8167	0	0			
20995002	Northwind	NW362	007	101	grab, orange peel	1962	10	10		69	34	00	N	178	39	00	W	m	69.5667	-178.65	44				
23045003	Sea Transporter	III	04PE059	107	grab, smith-mcintyre	1979	01	10	1405	28	34	15	N	090	24	23	W	m	28.5692	-90.4038	38	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW209	107	grab, smith-mcintyre	1979	01	10	0525	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW059	107	grab, smith-mcintyre	1979	01	10	0630	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW204	107	grab, smith-mcintyre	1979	01	10	0525	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW206	107	grab, smith-mcintyre	1979	01	10	0525	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PW054	107	grab, smith-mcintyre	1979	01	10	0630	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PS206	107	grab, smith-mcintyre	1979	01	10	0425	28	38	95	N	090	14	72	W	m	28.6492	-90.2453	29	5	SMITH-MCINTYRE		
03995007	Multiple	FIM13	13_02	107	grab, smith-mcintyre	1976	08	20		40	34	10	N	073	44	60	W		40.5683	-73.7433	9		SMITH-MCINTYRE		
03995007	Multiple	FIM13	1_02	107	grab, smith-mcintyre	1976	08	19		40	37	80	N	073	11	00	W		40.63	-73.1833	9		SMITH-MCINTYRE		
03995007	Multiple	FIM12	F6_03	107	grab, smith-mcintyre	1976	03	09		40	22	00	N	073	06	40	W		40.3667	-73.1067	38		SMITH-MCINTYRE		
03995007	Multiple	FIM12	F6_05	107	grab, smith-mcintyre	1976	03	09		40	22	00	N	073	06	40	W		40.3667	-73.1067	38		SMITH-MCINTYRE		
03995007	Multiple	FIM12	F2_03	107	grab, smith-mcintyre	1976	03	08		40	32	80	N	073	16	20	W		40.5467	-73.27	27		SMITH-MCINTYRE		
20995002	Thomas G. Thompson	TT043	022_039	100	grab, undifferentiated	1969	09	17		63	56	80	N	172	31	00	W	m	63.9467	-172.5167	55				
20995002	Thomas G. Thompson	TT042	145_305	500	core, piston undiff.	1969	09	09		61	29	10	N	175	55	90	W	m	61.485	-175.9317	99	571			
20995002	Thomas G. Thompson	TT042	137_293	100	grab, undifferentiated	1969	09	08		62	32	10	N	174	43	00	W	m	62.535	-174.7167	73				
20995002	Thomas G. Thompson	TT042	137_294	500	core, piston undiff.	1969	09	08		62	32	10	N	174	43	00	W	m	62.535	-174.7167	73	119			
20995002	Thomas G. Thompson	TT042	141_298	100	grab, undifferentiated	1969	09	09		61	14	30	N	173	41	90	W	m	61.2383	-173.6983	75				
20995002	Thomas G. Thompson	TT042	135_290	500	core, piston undiff.	1969	09	08		62	54	30	N	173	45	30	W	m	62.905	-173.755	73	393			
20995002	Thomas G. Thompson	TT042	136_292	400	core, gravity undiff.	1969	09	08		62	40	10	N	174	21	90	W	m	62.6683	-174.365	73	20			
20995002	Thomas G. Thompson	TT042	125_274	100	grab, undifferentiated	1969	09	06		61	11	90	N	170	49	10	W	m	61.1983	-170.8183	51				
20995002	Thomas G. Thompson	TT042	120_266	400	core, gravity undiff.	1969	09	06		60	20	00	N	171	35	20	W	m	60.3333	-171.5867	66	40			
20995002	Thomas G. Thompson	TT042	121_268	500	core, piston undiff.	1969	09	06		60	19	90	N	171	42	20	W	m	60.3317	-171.7033	66	177			
20995002	Thomas G. Thompson	TT042	115_256	500	core, piston undiff.	1969	09	05		61	08	30	N	172	17	50	W	m	61.1383	-172.2917	64	462			
09315004	Requisite	00865	PG03-16	401	core, gravity, phleger	1961	01	27		27	16	00	N	051	56	00	E	m	27.2667	51.9333	51	48	PHLEGER CORE		
09315004	Requisite	00865	AS59-43	401	core, gravity, phleger	1961	03	14		19	30	00	N	072	25	00	E	m	19.5	72.4167	23	64	PHLEGER CORE		
09315004	Requisite	00865	AS54-47	101	grab, orange peel	1961	03	15		20	30	00	N	069	23	00	E	m	20.5	69.3833	122		ORNGE PEEL GRAB		
09315004	Requisite	00865	AS39-74	401	core, gravity, phleger	1961	03	23		21	32	80	N	063	31	50	E	m	21.5467	63.525	3237	79	PHLEGER CORE		
09315004	Requisite	00865	AS28-78	401	core, gravity, phleger	1961	03	25		22	26	00	N	064	26	80	E	m	22.4333	64.4467	2615	74	PHLEGER CORE		
09315004	Requisite	00865	AS32-89	401	core, gravity, phleger	1961	03	30		22	29	90	N	068	30	00	E	m	22.4983	68.5	21	53	PHLEGER CORE		
09315004	Requisite	00865	AS35-86	401	core, gravity, phleger	1961	03	29		21	33	20	N	067	30	80	E	m	21.5533	67.5133	2012	77	PHLEGER CORE		
09315004	Requisite	00865	AS26-68	401	core, gravity, phleger	1961	03	22		22	29	70	N	062	33	20	E	m	22.495	62.5533	3091	74	PHLEGER CORE		
09315004	Requisite	00865	AS05-61	401	core, gravity, phleger	1961	03	20		24	30	00	N	059	30	00	E	m	24.5	59.5	2469	58	PHLEGER CORE		
09315004	Requisite	00865	AS07-63	401	core, gravity, phleger	1961	03	21		24	30	00	N	061	30	00	E	m	24.5	61.5	1829	50	PHLEGER CORE		
09315004	Requisite	00658	PG-23_7	401	core, gravity, phleger	1960	02	22		27	06	00	N	050	46	00	E	m	27.1	50.7667	54	13	PHLEGER CORE		
09315001	Requisite	31946	7	401	core, gravity, phleger	1962	05	09		21	05	00	N	074	12	00	W	m	21.0833	-74.2	2743	52	PHLEGER CORE		
09315004	Requisite	00658	PG-1318	401	core, gravity, phleger	1960	03	05		29	32	50	N	050	25	00	E	m	29.5417	50.4167	12	31	PHLEGER CORE		
09265008	Lynch	ANCHOR	SA16P	503	core, piston, hydroplastic (PVC)	1971	01	01		16	30	00	N	072	52	00	E	m	16.5	72.8667	4161	120	PVC PISTON CORE		
09005006	Unknown Platform	214	90_91	101	grab, orange peel	1964	03	08		24	10	00	N	077	10	00	W	m	24.1667	-77.1667	6		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	76_77	101	grab, orange peel	1964	03	07		24	05	00	N	076	25	00	W	m	24.0833	-76.4167	4		ORNGE PEEL GRAB		
23045001	Sea Transporter	I	03PE058	107	grab, smith-mcintyre	1978	05	28	1530	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	03PE014	107	grab, smith-mcintyre	1978	05	29	1431	28	40	06	N	090	14	66	W	m	28.6677	-90.2443	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	02PW207	107	grab, smith-mcintyre	1978	05	27	1522	29	02	83	N	090	11	00	W	m	29.0472	-90.1833	12	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	02PW204	107	grab, smith-mcintyre	1978	05	27	1522	29	02	83	N	090	11	00	W	m	29.0472	-90.1833	12	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	02PW052	107	grab, smith-mcintyre	1978	05	27	1923	29	02	83	N	090	10	07	W	m	29.0472	-90.1678	12	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	02PW054	107	grab, smith-mcintyre	1978	05	27	1923	29	02	83	N	090	10	07	W	m	29.0472	-90.1678	12	5	SMITH-MCINTYRE		
20995002	Northwind	NW063	120	401	core, gravity, phleger	1963	08	29		72	24	00	N	132	13	00	E	m	72.4	132.2167	16	11			
20995002	Northwind	NW063	122	401	core, gravity, phleger	1963	08	29		71	30	00	N	130	55	00	E	m	71.5	130.9167	15	72			
20995002	Northwind	NW063	113	401	core, gravity, phleger	1963	08	28		72	30	00	N	134	16	00	E	m	72.5	134.2667	22	63			
20995002	Northwind	NW063	116_000	100	grab, undifferentiated	1963	08	28		73	15	00	N	134	05	00	E	m	73.25	134.0833	14				
20995002	Northwind	NW063	108	101	grab, orange peel	1963	08	27		72	16	00	N	137	36	00	E	m	72.2667	137.6	17				
03995010	Unknown Platform	MAFLADM4	5393	300	core, box	1978	02	19		25	39	37	N	83	04	53	W		25.6562	-83.0755	54	0			
09995032	Multiple	938029	26	403	core, gravity, boomerang	1968	06	04		50	10	6	N	147	51	0	E	m	50.0177	147.085	1161	101	BOOMERANG		
09995031	Lynch	LYNCH	SAMPLE5	406	core, gravity, ewing	1969	04	24		38	28	9	N	066	42	8	W	m	38.0482	-66.0713		14	EWING GRAVITY		
03995007	Multiple	QUART2	26_04	107	grab, smith-mcintyre	1973	10	21		40	28	00	N	073	42	00	W		40.4667	-73.7	23		SMITH-MCINTYRE		
03995007	Multiple	QUART2	28_02	107	grab, smith-mcintyre	1973	10	22		40	28	00	N	073	38	00	W		40.4667	-73.6333	21		SMITH-MCINTYRE		
03995007	Multiple	QUART2	25_05	107	grab, smith-mcintyre	1973	10	22	0400	40	28	00	N	073	44	00	W		40.4667	-73.7333	26		SMITH-MCINTYRE		
03995010	Unknown Platform	MAFLADM1	3607	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3593	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3584	300	core, box	1977	09	08		29	54	03	N	87	23	92	W		29.9005	-87.3987	27	0			
03995010	Unknown Platform	MAFLADM1	3588	300	core, box	1977	09	08		29	54	03	N	87	23	92	W		29.9005	-87.3987	27	0			
03995010	Unknown Platform	MAFLADM1	3590	300	core, box	1977	09	08		29	54	03	N	87	23	92	W		29.9005	-87.3987	27	0			
03995010	Unknown Platform	MAFLADM1	3573	300	core, box	1977	09	03		30	07	92	N	86	30	05	W		30.132	-86.5008	33	0			
03995007	Columbus Iselin	BLM01B	B2_02	107	grab, smith-mcintyre	1975	11	04		39	23	32	N	073	41	98	W		39.3887	-73.6997	60	850	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	B2_08	107	grab, smith-mcintyre	1975	11	04		39	23	32	N	073	41	98	W		39.3887	-73.6997	60	800	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	B1_10	107	grab, smith-mcintyre	1975	11	04		39	19	34	N	073	10	14	W		39.3223	-73.169	63	1100	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	A4_12	107	grab, smith-mcintyre	1975	11	03		39	14	28	N	072	26	75	W		39.238	-72.4458	196	1100	SMITH-MCINTYRE		
03995007	Columbus Iselin	BLM01B	A3_11	107	grab, smith-mcintyre	1975	11	03		39	16	57	N	072	29	75	W		39.2762	-72.4958	136	1250	SMITH-MCINTYRE		
03565001	Longhorn	STOCS040	ATHV	107	grab, smith-mcintyre	1976	09	27	1300	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATIL	107	grab, smith-mcintyre	1976	09	27	1330	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATGZ	107	grab, smith-mcintyre	1976	09	27	1200	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATHD	107	grab, smith-mcintyre	1976	09	27	1200	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATGP	107	grab, smith-mcintyre	1976	09	26	1320	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATER	107	grab, smith-mcintyre	1976	09	26	1145	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATEV	107	grab, smith-mcintyre	1976	09	26	1145	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATFP	107	grab, smith-mcintyre	1976	09	26	1225	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATDV	107	grab, smith-mcintyre	1976	09	25	1700	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATDZ	107	grab, smith-mcintyre	1976	09	25	1700	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATDL	107	grab, smith-mcintyre	1976	09	25	1525	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03565001	Longhorn	STOCS040	ATCN	107	grab, smith-mcintyre	1976	09	25	1425	27	44	35	N	96	42	98	W		27.7392	-96.7163	83	0			
03995007	Multiple	FIM13	23_02	107	grab, smith-mcintyre	1976	08	21		40	30	70	N	073	48	20	W		40.5117	-73.8033	18		SMITH-MCINTYRE		
03995007	Multiple	FIM13	19_01	107	grab, smith-mcintyre	1976	08	21		40	31	30	N	073	56	10	W		40.5217	-73.935	9		SMITH-MCINTYRE		
03995007	Multiple	FIM13	2_02	107	grab, smith-mcintyre	1976	08	19		40	37	10	N	073	13	50	W		40.6183	-73.225	9		SMITH-MCINTYRE		
03995007	Multiple	FIM13	20_01	107	grab, smith-mcintyre	1976	08	21		40	33	10	N	073	47	80	W		40.5517	-73.7967	12		SMITH-MCINTYRE		
03995007	Multiple	FIM13	18_01	107	grab, smith-mcintyre	1976	08	21		40	32	50	N	073	54	10	W		40.5417	-73.9017	9		SMITH-MCINTYRE		
03995007	Multiple	FIM13	12_03	107	grab, smith-mcintyre	1976	08	20		40	34	30	N	073	39	00	W		40.5717	-73.65	9		SMITH-MCINTYRE		
03995010	Columbus Iselin	MAFLA039	2325	300	core, box	1976	07	07		29	43	00	N	86	15	47	W		29.7167	-86.2578	67	0			
03995010	Columbus Iselin	MAFLA039	2314	300	core, box	1976	07	07		29	45	93	N	86	12	28	W		29.7655	-86.2047	52	0			
03995010	Columbus Iselin	MAFLA039	2319	300	core, box	1976	07	07		29	45	93	N	86	12	28	W		29.7655	-86.2047	52	0			
03995010	Columbus Iselin	MAFLA039	2321	300	core, box	1976	07	07		29	43	00	N	86	15	47	W		29.7167	-86.2578	67	0			
03995010	Columbus Iselin	MAFLA039	2294	300	core, box	1976	07	07		29	51	00	N	86	06	45	W		29.85	-86.1075	41	0			
03995010	Columbus Iselin	MAFLA039	2298	300	core, box	1976	07	07		29	51	00	N	86	06	45	W		29.85	-86.1075	41	0			
03995010	Columbus Iselin	MAFLA039	2300	300	core, box	1976	07	07		29	51	00	N	86	06	45	W		29.85	-86.1075	41	0			
03995010	Columbus Iselin	MAFLA039	2285	300	core, box	1976	07	06		29	55	97	N	86	06	52	W		29.9328	-86.1087	38	0			
03995010	Columbus Iselin	MAFLA039	2289	300	core, box	1976	07	06		29	55	97	N	86	06	52	W		29.9328	-86.1087	38	0			
03995010	Columbus Iselin	MAFLA039	2277	300	core, box	1976	07	06		29	54	97	N	86	05	02	W		29.9162	-86.0837	37	0			
03995010	Columbus Iselin	MAFLA039	2265	300	core, box	1976	07	05		28	49	95	N	85	36	98	W		28.8325	-85.6163	171	0			
03995010	Columbus Iselin	MAFLA039	2269	300	core, box	1976	07	05		28	49	95	N	85	36	98	W		28.8325	-85.6163	171	0			
03995010	Columbus Iselin	MAFLA039	2271	300	core, box	1976	07	06		29	54	97	N	86	05	02	W		29.9162	-86.0837	37	0			
03995010	Columbus Iselin	MAFLA039	2255	300	core, box	1976	07	04		28	57	97	N	85	22	90	W		28.9662	-85.3817	82	0			
03995007	Multiple	RBCI04	322	0	unknown	1960	08	11		40	28	17	N	074	03	12	W		40.4695	-74.052					
03995007	Multiple	RBCII1	12_01	107	grab, smith-mcintyre	1973	01	17		40	29	62	N	074	01	87	W		40.4937	-74.0312	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII1	14_01	107	grab, smith-mcintyre	1973	02	01		40	27	70	N	074	01	28	W		40.4617	-74.0213	7		SMITH-MCINTYRE		
03995007	Multiple	RBCI03	260	0	unknown	1959	07	13		40	29	68	N	074	15	42	W		40.4947	-74.257	12				
03995007	Multiple	QUART1	65_04	107	grab, smith-mcintyre	1973	08	05		40	16	00	N	073	52	00	W		40.2667	-73.8667	24		SMITH-MCINTYRE		
03995007	Multiple	QUART1	66_02	107	grab, smith-mcintyre	1973	08	06		40	16	00	N	073	50	00	W		40.2667	-73.8333	26		SMITH-MCINTYRE		
03995007	Multiple	QUART1	7_03	107	grab, smith-mcintyre	1973	08	03		40	31	00	N	073	38	00	W		40.5167	-73.6333	16		SMITH-MCINTYRE		
03995007	Multiple	QUART1	63_04	107	grab, smith-mcintyre	1973	08	05		40	16	00	N	073	56	00	W		40.2667	-73.9333	14		SMITH-MCINTYRE		
03995007	Multiple	QUART1	64_02	107	grab, smith-mcintyre	1973	08	05		40	16	00	N	073	54	00	W		40.2667	-73.9	19		SMITH-MCINTYRE		
03095002	Mt. Mitchell	BC7401	001	107	grab, smith-mcintyre	1974	05	22	2000	39	14	10	N	073	03	10	W		39.235	-73.0517	71		SMITH-MCINTYRE		
09005002	Unknown Platform	L.I. 244	2_E-3	100	grab, undifferentiated	1964	08	10		50	40	00	N	001	01	50	E	m	50.6667	1.025			GRAB SAMPLE		
09005001	Unknown Platform	SUBSOME	1_BS-2	503	core, piston, hydroplastic (PVC)	1963	04	09		30	10	17	N	085	42	68	W	m	30.1695	-85.7113	8	182	PVC PISTON CORE		
09005001	Unknown Platform	SUBSOME	4_BS-8	503	core, piston, hydroplastic (PVC)	1963	04	10		38	10	28	N	085	44	20	W	m	38.1713	-85.7367	11	232	PVC PISTON CORE		
06995003	Sea Sounder	S879WG	429	103	grab, van veen	1979	08	04	1113	59	49	88	N	152	14	63	W	m	59.8313	-152.2438	75		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	437	103	grab, van veen	1979	08	09	0414	57	01	14	N	153	10	31	W	m	57.019	-153.1718	72		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	426	103	grab, van veen	1979	08	04	0800	60	00	62	N	151	59	84	W	m	60.0103	-151.9973	52		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	420	103	grab, van veen	1979	08	04	0151	59	38	95	N	152	45	07	W	m	59.6492	-152.7512	32		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	414	600	core, vibrating	1979	08	03	0638	59	27	27	N	152	33	23	W	m	59.4545	-152.5538	65		VIBRATING CORE		
06995003	Sea Sounder	S878WG	354	400	core, gravity undiff.	1978	08	20	1641	56	37	85	N	153	16	05	W	m	56.6308	-153.2675	143		GRAVITY CORE		
06995003	Sea Sounder	S878WG	358	400	core, gravity undiff.	1978	08	22	0056	56	47	03	N	153	11	70	W	m	56.7838	-153.195	122		GRAVITY CORE		
06995003	Sea Sounder	S879WG	405	103	grab, van veen	1979	07	31	1545	59	28	21	N	153	11	82	W	m	59.4702	-153.197	35		VAN VEEN GRAB		
09005022	Unknown Platform	L.I. 231	3	502	core, piston, ewing	1964	05	16		36	04	30	N	005	22	10	W	m	36.0717	-5.3683	900	74	EWING PISTON		
09005024	Unknown Platform	L.I. 374	1_954	100	grab, undifferentiated	1968	08	28		10	17	80	N	107	04	00	E	m	10.2967	107.0667	18		GRAB SAMPLE		
